condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_speedValid,R_speedInvalidReason,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_prevStrideVelRaw,R_prevStrideVelZUPT,R_prevStrideDispRaw,R_prevStrideDispZUPT,R_gaitPhase,R_stepTimeMs,R_stepDeviationMs,R_baselineMs,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs
pre_stim,0,0,0,0,6789458.413,0.735,0.108,0.373,0.556,0,0,3139,0,1821,0,3023,1829,57,1.343,1,VALID,4046,0,515.169,22.044,120.125,-489.313,-107.438,0.426,-0.574,3.879,-19.258,10.727,17.047,0.902,0.992,1.344,1.457,3,NULL,NULL,1077.000,2,0,3,7,255,1077,250,0,0
pre_stim,5,5,0,5,6789463.415,0.725,0.111,0.393,0.554,0,0,2966,0,1556,0,2886,1567,57,1.343,1,VALID,4046,0,504.736,27.119,193.625,-455.688,-98.063,0.121,-0.453,3.898,-21.629,16.359,17.047,0.986,1.076,1.344,1.457,3,NULL,NULL,,2,0,3,7,255,1077,250,0,0
pre_stim,10,10,0,10,6789468.413,0.718,0.112,0.413,0.549,0,0,2623,0,1325,0,2775,1259,57,1.343,1,VALID,4046,0,516.557,27.741,267.563,-439.500,-45.625,0.113,-0.449,3.336,-21.629,17.371,14.914,1.072,1.164,1.344,1.457,3,NULL,NULL,,2,0,3,7,255,1077,250,0,0
pre_stim,15,15,0,15,6789473.415,0.709,0.112,0.434,0.544,0,0,2343,0,1145,0,2629,991,57,1.343,1,VALID,4046,0,529.581,26.341,290.813,-439.063,-55.750,0.203,-0.121,2.559,-19.801,17.371,10.055,1.164,1.258,1.344,1.457,3,NULL,NULL,,2,0,3,7,255,1077,250,0,0
pre_stim,20,20,0,20,6789478.413,0.700,0.114,0.453,0.539,0,0,2069,0,891,0,2382,725,57,1.343,1,VALID,4046,0,502.292,19.550,239.563,-437.125,-61.875,0.199,-0.055,2.188,-13.852,13.797,6.051,1.258,1.354,1.344,1.457,3,NULL,NULL,,2,0,3,7,255,1077,250,0,0
pre_stim,25,25,0,25,6789483.414,0.691,0.116,0.471,0.535,0,0,1662,0,643,0,1960,511,57,1.343,1,VALID,4046,0,475.092,19.550,199.438,-425.938,-67.188,-0.070,-0.285,2.258,-13.852,13.797,3.355,1.358,1.454,1.344,1.457,3,NULL,NULL,,2,0,3,7,255,1077,250,0,0
pre_stim,30,30,0,30,6789488.413,0.682,0.120,0.488,0.531,0,0,1199,0,548,0,1166,295,57,1.343,1,VALID,4046,0,450.302,19.978,170.500,-414.875,-39.750,-0.230,-0.414,2.313,-14.441,13.805,0.141,1.460,1.556,1.344,1.457,3,NULL,NULL,,2,0,3,7,255,1077,250,0,0
pre_stim,35,35,0,35,6789493.415,0.673,0.124,0.504,0.527,0,0,686,0,453,0,358,156,57,1.343,1,VALID,4046,0,433.970,21.085,147.000,-407.875,-18.938,-0.289,-0.789,2.180,-15.938,13.805,-2.082,1.558,1.656,1.344,1.457,3,NULL,NULL,,2,0,3,7,255,1077,250,0,0
pre_stim,40,40,0,40,6789498.413,0.664,0.129,0.518,0.524,0,0,300,0,349,0,101,0,57,1.343,1,VALID,4046,0,424.557,22.445,105.875,-408.563,-46.000,-0.398,-1.121,2.023,-18.289,13.012,-5.363,1.652,1.752,1.344,1.457,3,NULL,NULL,,2,0,3,7,255,1077,250,0,0
pre_stim,45,45,0,45,6789503.414,0.652,0.134,0.532,0.523,0,0,83,0,343,0,1,0,57,1.343,1,VALID,4046,0,423.108,22.977,62.750,-406.625,-98.688,-0.586,-1.621,2.121,-19.957,11.387,-8.918,1.742,1.842,1.344,1.457,3,NULL,NULL,,2,0,3,7,255,1077,250,0,0
